EarthquakeKey,EarthquakeID,Year_Index,Month_Index,StationName,SiteClass,log_Pa,log_Pv,log_Pd,log_PGV
2013p544961BWRS,2013p544961,1,7,BWRS,B,-6.556803,-9.453687,-13.211195,-8.237163
2013p545042BWRS,2013p545042,1,7,BWRS,B,-6.848509,-10.515977,-13.815511,-9.039375
2013p545042NNZ,2013p545042,1,7,NNZ,B,-8.785798,-12.470038,-15.564211,-11.10746
2013p545042FAIS,2013p545042,1,7,FAIS,B,-6.853344,-11.162269,-14.358515,-10.747458
2013p545829BWRS,2013p545829,1,7,BWRS,B,-5.108142,-9.06299,-12.661779,-6.661508
2013p545829NNZ,2013p545829,1,7,NNZ,B,-7.984297,-11.250561,-13.857375,-9.856604
2013p545829NEWS,2013p545829,1,7,NEWS,B,-6.760233,-10.561268,-14.263361,-9.039687
2013p566152TCW,2013p566152,1,7,TCW,B,-7.777647,-11.903009,-15.147317,-10.031321
2013p616443TCW,2013p616443,1,8,TCW,B,-6.756964,-10.56902,-13.633189,-7.69584
2013p616443BWRS,2013p616443,1,8,BWRS,B,-5.104074,-8.539679,-11.780805,-7.544711
2014p675928FOZ,2014p675928,2,9,FOZ,B,-8.943226,-12.677678,-15.29392,-10.292096
2015p473385PUZ,2015p473385,3,6,PUZ,B,-6.479707,-10.534599,-13.729333,-8.823718
2015p473385MXZ,2015p473385,3,6,MXZ,B,-8.80649,-11.803278,-14.783095,-11.198115
2015p474244MWZ,2015p474244,3,6,MWZ,B,-7.584403,-10.881654,-13.901068,-10.483306
2015p474244PUZ,2015p474244,3,6,PUZ,B,-5.850006,-10.397784,-14.406101,-8.473066
2016p976982KIKS,2016p976982,4,12,KIKS,B,-4.403455,-7.9404,-10.580761,-6.362662
2016p976982KEKS,2016p976982,4,12,KEKS,B,-7.023614,-9.875872,-12.534577,-8.909977
2016p976982GVZ,2016p976982,4,12,GVZ,B,-7.345597,-10.180559,-13.137477,-9.184448
2016p977224LTZ,2016p977224,4,12,LTZ,B,-7.662882,-11.816737,-14.714453,-10.331198
2016p977224GVZ,2016p977224,4,12,GVZ,B,-7.509069,-10.680016,-13.200325,-8.945441
2016p981667BWRS,2016p981667,4,12,BWRS,B,-5.405826,-9.621321,-12.79306,-7.839576
2016p981667TCW,2016p981667,4,12,TCW,B,-5.58796,-9.756793,-13.127376,-8.176999
2016p891624BWRS,2016p891624,4,11,BWRS,B,-6.82084,-10.715418,-13.913123,-8.496754
2015p579320WEL,2015p579320,3,8,WEL,B,-6.854308,-11.183622,-15.03629,-9.585761
2015p579320TCW,2015p579320,3,8,TCW,B,-6.680416,-11.018229,-14.876827,-9.557065
2018p644637MQZ,2018p644637,6,8,MQZ,B,-7.3871,-11.338972,-15.077819,-9.50203
2018p644637OXZ,2018p644637,6,8,OXZ,B,-7.436692,-11.347411,-14.144015,-10.004413
2018p644637GVZ,2018p644637,6,8,GVZ,B,-7.310129,-10.941946,-13.981565,-9.797327
2018p644637LTZ,2018p644637,6,8,LTZ,B,-8.528583,-12.040558,-15.060305,-11.605041
2017p897958PXZ,2017p897958,5,11,PXZ,B,-7.027129,-10.592643,-13.560868,-9.638051
2018p385704BWRS,2018p385704,6,5,BWRS,B,-7.723592,-11.176453,-14.486896,-10.164852
2018p385704TCW,2018p385704,6,5,TCW,B,-7.827499,-11.954536,-15.952581,-10.328135
2018p385704MKBS,2018p385704,6,5,MKBS,B,-8.021638,-11.913403,-15.162584,-11.06185
2017p000407TCW,2017p000407,5,1,TCW,B,-7.485184,-11.566326,-15.460576,-10.331198
2017p000407NNZ,2017p000407,5,1,NNZ,B,-9.195058,-10.451669,-12.927619,-12.037174
2016p871709TCW,2016p871709,4,11,TCW,B,-6.988149,-11.273909,-14.629696,-9.287221
2016p871709KEKS,2016p871709,4,11,KEKS,B,-6.233048,-10.111742,-13.73855,-8.606839
2018p282992KIKS,2018p282992,6,4,KIKS,B,-3.333716,-7.170339,-10.8606,-6.849642
2018p282992KEKS,2018p282992,6,4,KEKS,B,-7.792879,-11.514927,-14.263361,-9.52095
2018p282992GVZ,2018p282992,6,4,GVZ,B,-6.709238,-9.899496,-13.633189,-9.130652
2013p543944TCW,2013p543944,1,7,TCW,B,-7.348374,-11.141362,-14.801687,-8.93096
2013p543944BWRS,2013p543944,1,7,BWRS,B,-5.687443,-9.588677,-13.073573,-7.985601
2013p543997TCW,2013p543997,1,7,TCW,B,-6.611759,-10.809828,-14.820633,-9.097128
2013p543997BWRS,2013p543997,1,7,BWRS,B,-6.171397,-10.19384,-13.684482,-8.567266
2013p555157BWRS,2013p555157,1,7,BWRS,B,-4.503904,-8.622043,-12.212091,-6.942191
2013p555157NEWS,2013p555157,1,7,NEWS,B,-6.690404,-10.756803,-14.003046,-9.27009
2013p557453TCW,2013p557453,1,7,TCW,B,-7.334958,-11.569496,-14.826112,-9.54302
2013p557453BWRS,2013p557453,1,7,BWRS,B,-6.218169,-10.424364,-14.130221,-8.793309
2013p558323BWRS,2013p558323,1,7,BWRS,B,-7.315869,-10.662775,-14.146796,-8.539853
2015p278467MXZ,2015p278467,3,4,MXZ,B,-7.142383,-11.235294,-14.428,-10.257309
2015p278467PUZ,2015p278467,3,4,PUZ,B,-6.067166,-9.772459,-13.031609,-8.250665
2015p306934PUZ,2015p306934,3,4,PUZ,B,-7.152066,-10.834892,-14.290326,-8.117458
2016p871514KEKS,2016p871514,4,11,KEKS,B,-3.272444,-6.663807,-10.051988,-5.368398
2017p743581TCW,2017p743581,5,10,TCW,B,-7.197262,-11.526011,-15.390547,-9.841452
2017p743581KEKS,2017p743581,5,10,KEKS,B,-7.754539,-11.183622,-14.105863,-9.329124
2016p868920BWRS,2016p868920,4,11,BWRS,B,-7.595622,-11.322305,-14.498707,-10.047358
2016p868920KEKS,2016p868920,4,11,KEKS,B,-5.807764,-9.476913,-12.923513,-7.987992
2015p364282MLZ,2015p364282,3,5,MLZ,B,-10.43112,-12.551384,-15.074292,-12.373309
2017p000229GVZ,2017p000229,5,1,GVZ,B,-5.04247,-9.644205,-12.891252,-7.956079
2017p000229LTZ,2017p000229,5,1,LTZ,B,-6.619338,-10.349775,-13.302687,-10.101938
2017p000229OXZ,2017p000229,5,1,OXZ,B,-6.844131,-10.919599,-14.547399,-9.174394
2019p431077TSZ,2019p431077,7,6,TSZ,B,-7.096366,-10.865822,-14.865333,-8.855355
2019p604065WKZ,2019p604065,7,8,WKZ,B,-8.155091,-12.170706,-14.973873,-11.435964
2018p686514OXZ,2018p686514,6,9,OXZ,B,-6.03493,-9.90549,-13.410045,-7.864006
2018p686514MQZ,2018p686514,6,9,MQZ,B,-5.370125,-9.533304,-13.339276,-6.772599
2018p686514LTZ,2018p686514,6,9,LTZ,B,-6.517217,-10.401068,-14.263361,-9.452412
2018p686514GVZ,2018p686514,6,9,GVZ,B,-6.568368,-10.608707,-13.944481,-8.847755
2017p090486NNZ,2017p090486,5,2,NNZ,B,-8.669756,-9.751625,-12.265823,-11.789997
2017p090486THZ,2017p090486,5,2,THZ,B,-8.398966,-12.061107,-14.692581,-10.094648
2017p861155MKBS,2017p861155,5,11,MKBS,B,-4.888485,-8.771885,-11.445267,-7.054079
2017p861155TCW,2017p861155,5,11,TCW,B,-3.501146,-7.945395,-11.823535,-5.418226
2013p546258TCW,2013p546258,1,7,TCW,B,-6.925108,-11.305911,-15.132279,-9.03595
2013p546258BWRS,2013p546258,1,7,BWRS,B,-5.260285,-9.506055,-12.833432,-8.913144
2013p547806FAIS,2013p547806,1,7,FAIS,B,-7.21983,-11.289782,-14.625192,-9.361163
2013p547806NEWS,2013p547806,1,7,NEWS,B,-6.87273,-10.814791,-14.34145,-9.466524
2013p547806BWRS,2013p547806,1,7,BWRS,B,-5.495997,-9.541626,-13.054705,-8.744182
2013p547806TCW,2013p547806,1,7,TCW,B,-6.735682,-11.169336,-14.475223,-8.219543
2013p613931BWRS,2013p613931,1,8,BWRS,B,-6.452362,-10.089817,-13.122363,-8.096288
2013p613931TCW,2013p613931,1,8,TCW,B,-7.124252,-11.198115,-13.828596,-8.218082
2013p613971BWRS,2013p613971,1,8,BWRS,B,-5.036038,-8.975339,-12.677678,-6.504068
2013p650577BWRS,2013p650577,1,8,BWRS,B,-7.126806,-11.000102,-14.721851,-8.837826
2021p700685MQZ,2021p700685,9,9,MQZ,B,-3.800132,-8.433845,-12.257366,-6.881239
2021p700685GODS,2021p700685,9,9,GODS,B,-3.190869,-7.218509,-10.641632,-6.400049
2021p700685SUMS,2021p700685,9,9,SUMS,B,-2.697124,-7.094028,-11.134489,-5.939865
2021p700685PARS,2021p700685,9,9,PARS,B,-3.267151,-7.038623,-10.204593,-6.487973
2021p700685MTPS,2021p700685,9,9,MTPS,B,-2.875556,-6.848562,-10.908609,-6.479061
2021p700685GVZ,2021p700685,9,9,GVZ,B,-6.493078,-10.066006,-13.339276,-9.569877
2021p700685OXZ,2021p700685,9,9,OXZ,B,-5.973874,-9.885648,-13.326931,-9.335904
2015p281677THZ,2015p281677,3,4,THZ,B,-7.90916,-11.561066,-14.834388,-11.198115
2017p630653BWRS,2017p630653,5,8,BWRS,B,-5.684579,-9.516866,-13.284882,-8.839239
2017p630653NNZ,2017p630653,5,8,NNZ,B,-8.614249,-9.667625,-12.114405,-11.83038
2017p630653KEKS,2017p630653,5,8,KEKS,B,-6.328177,-10.625034,-14.170758,-8.183944
2017p630653TCW,2017p630653,5,8,TCW,B,-6.743969,-10.988197,-14.873941,-10.662775
2017p137780TCW,2017p137780,5,2,TCW,B,-7.429374,-11.651039,-15.781623,-10.465606
2017p688730RTZ,2017p688730,5,9,RTZ,B,-7.618621,-11.711376,-15.166438,-9.685156
2017p688730MTHZ,2017p688730,5,9,MTHZ,B,-7.425434,-11.399597,-14.618473,-9.460085
2017p688730BKZ,2017p688730,5,9,BKZ,B,-8.87145,-12.65236,-15.739659,-11.10746
2015p561783MXZ,2015p561783,3,7,MXZ,B,-6.769917,-10.136681,-13.339276,-10.19384
2015p763019TCW,2015p763019,3,10,TCW,B,-8.778811,-12.875503,-15.424948,-9.648845
2015p763019NNZ,2015p763019,3,10,NNZ,B,-8.763503,-9.841452,-12.129112,-10.95904
2022p737177THZ,2022p737177,10,9,THZ,B,-7.025584,-11.01215,-14.138474,-10.04275
2022p737177NNZ,2022p737177,10,9,NNZ,B,-7.478368,-11.176453,-15.121147,-9.662897
2022p737177BWRS,2022p737177,10,9,BWRS,B,-5.541021,-9.456241,-13.370825,-8.967724
2022p737177HAVS,2022p737177,10,9,HAVS,B,-6.20283,-9.995603,-13.903249,-8.960236
2022p737177TSFS,2022p737177,10,9,TSFS,B,-5.845234,-10.038162,-14.141241,-8.510093
2022p737177NELS,2022p737177,10,9,NELS,B,-7.304247,-10.149388,-14.323008,-8.325743
2019p797481MLZ,2019p797481,7,10,MLZ,B,-7.439919,-12.008862,-15.481519,-10.994132
2019p797481WHZ,2019p797481,7,10,WHZ,B,-6.705818,-11.190842,-14.817904,-11.493123
2018p718119MLZ,2018p718119,6,9,MLZ,B,-10.738198,-12.419266,-14.815183,-11.851199
2020p451391WHZ,2020p451391,8,6,WHZ,B,-7.744939,-12.182356,-16.124114,-11.616066
2020p451391MLZ,2020p451391,8,6,MLZ,B,-8.250779,-12.499102,-16.13626,-11.873895
2020p185706WHZ,2020p185706,8,3,WHZ,B,-8.031587,-11.76524,-16.357623,-11.322305
2020p185706MLZ,2020p185706,8,3,MLZ,B,-8.780157,-12.387595,-16.999985,-10.362353
2013p761216PYZ,2013p761216,1,10,PYZ,B,-9.107585,-12.166852,-14.295161,-11.155251
2016p008752VRZ,2016p008752,4,1,VRZ,B,-7.397167,-11.030499,-13.693293,-9.887614
2018p052433THZ,2018p052433,6,1,THZ,B,-7.137322,-11.338972,-15.106495,-9.94431
2018p052433QRZ,2018p052433,6,1,QRZ,B,-7.133758,-10.95331,-14.775231,-9.743071
2018p052433TCW,2018p052433,6,1,TCW,B,-6.850375,-11.435964,-15.796012,-9.52095
2015p087949WHZ,2015p087949,3,2,WHZ,B,-8.467513,-12.764689,-15.347987,-12.238596
2015p087949MLZ,2015p087949,3,2,MLZ,B,-8.185651,-12.467437,-15.334194,-10.654264
2020p917122MLZ,2020p917122,8,12,MLZ,B,-8.021574,-11.917891,-15.547116,-11.464135
2015p316092THZ,2015p316092,3,4,THZ,B,-10.455135,-12.973943,-15.095645,-11.73732
2017p410807WHZ,2017p410807,5,6,WHZ,B,-9.433484,-13.022518,-15.519259,-12.807553
2017p410807MLZ,2017p410807,5,6,MLZ,B,-10.908609,-12.919423,-15.53588,-12.467437
2019p279803MLZ,2019p279803,7,4,MLZ,B,-8.79352,-12.646129,-15.302731,-11.183622
2019p279803WHZ,2019p279803,7,4,WHZ,B,-8.160512,-12.234472,-15.334194,-10.479741
2021p373377MLZ,2021p373377,9,5,MLZ,B,-7.464766,-11.563167,-15.371408,-10.368703
2013p583058MXZ,2013p583058,1,8,MXZ,B,-8.898461,-12.419266,-14.804372,-10.89774
2015p501516VRZ,2015p501516,3,7,VRZ,B,-6.396477,-10.504968,-14.704673,-8.883233
2015p530879QRZ,2015p530879,3,7,QRZ,B,-9.476913,-13.031609,-15.41006,-12.895228
2015p530879THZ,2015p530879,3,7,THZ,B,-10.131644,-12.55705,-14.980263,-12.022086
2015p530879NNZ,2015p530879,3,7,NNZ,B,-8.967504,-9.768957,-12.477881,-12.094531
2021p676254MXZ,2021p676254,9,9,MXZ,B,-6.761181,-10.633299,-13.667091,-10.251628
2021p676254MWZ,2021p676254,9,9,MWZ,B,-7.371866,-11.666077,-15.641861,-9.666047
2014p564965MLZ,2014p564965,2,7,MLZ,B,-7.933398,-12.103516,-15.320588,-11.06185
2014p564965WHZ,2014p564965,2,7,WHZ,B,-8.92635,-12.915349,-15.803285,-11.752452
2018p646727MXZ,2018p646727,6,8,MXZ,B,-8.698871,-11.932997,-14.518708,-11.619398
2019p602335QRZ,2019p602335,7,8,QRZ,B,-4.592284,-8.606156,-12.320362,-6.866187
2019p602335NNZ,2019p602335,7,8,NNZ,B,-4.115332,-7.88907,-11.531089,-6.280105
2019p602335THZ,2019p602335,7,8,THZ,B,-5.103905,-9.074936,-12.580039,-7.02475
2018p285024THZ,2018p285024,6,4,THZ,B,-5.174329,-9.102796,-12.706948,-8.330647
2018p285024NNZ,2018p285024,6,4,NNZ,B,-4.683073,-8.728025,-12.811209,-7.579374
2018p285024QRZ,2018p285024,6,4,QRZ,B,-5.665925,-9.933947,-13.76672,-8.273859
2014p279260QRZ,2014p279260,2,4,QRZ,B,-10.15709,-12.565609,-15.285187,-12.287283
2014p279260NNZ,2014p279260,2,4,NNZ,B,-9.274346,-12.871605,-14.999681,-11.162269
2014p476038MXZ,2014p476038,2,6,MXZ,B,-6.435891,-9.555652,-12.520783,-8.435148
2021p969070MLZ,2021p969070,9,12,MLZ,B,-8.236124,-12.311433,-16.078875,-10.592643
2021p969070WHZ,2021p969070,9,12,WHZ,B,-8.207432,-12.387595,-16.183168,-10.785377
2021p922265MLZ,2021p922265,9,12,MLZ,B,-10.620927,-12.7508,-17.784104,-12.184311
2021p922265WHZ,2021p922265,9,12,WHZ,B,-9.272216,-12.404524,-17.532789,-12.220172
2013p047748POTS,2013p047748,1,1,POTS,B,-4.054534,-7.795881,-11.281814,-7.044375
2013p047748MKBS,2013p047748,1,1,MKBS,B,-4.345222,-7.862389,-11.169336,-6.605141
2013p047748TCW,2013p047748,1,1,TCW,B,-5.180009,-9.079356,-12.238596,-6.212045
2015p638208MLZ,2015p638208,3,8,MLZ,B,-6.846234,-11.030499,-14.502676,-9.405139
2016p867831MLZ,2016p867831,4,11,MLZ,B,-5.250483,-9.20405,-12.693833,-8.645106
2019p732706QRZ,2019p732706,7,9,QRZ,B,-6.274746,-10.795086,-14.879721,-9.552831
2019p732706THZ,2019p732706,7,9,THZ,B,-7.09547,-11.250561,-15.132279,-9.797327
2019p732706KHLS,2019p732706,7,9,KHLS,B,-6.343424,-10.715418,-14.57908,-9.694849
2019p732706NNZ,2019p732706,7,9,NNZ,B,-5.690244,-10.177924,-13.901068,-9.350753
2022p215239MLZ,2022p215239,10,3,MLZ,B,-7.065079,-11.454657,-15.455408,-10.738198
2018p196640WHZ,2018p196640,6,3,WHZ,B,-10.223693,-12.15348,-14.933306,-11.561066
2018p196640MLZ,2018p196640,6,3,MLZ,B,-10.572918,-12.60655,-15.476242,-11.72118
2022p525240WHZ,2022p525240,10,7,WHZ,B,-5.908109,-10.476189,-14.678261,-9.737973
2014p567068WHZ,2014p567068,2,7,WHZ,B,-9.27648,-12.96536,-15.575771,-11.928441
2014p567068MLZ,2014p567068,2,7,MLZ,B,-7.87496,-11.914897,-15.095645,-11.162269
2014p567068PYZ,2014p567068,2,7,PYZ,B,-8.12508,-11.93452,-14.752004,-11.567382
2014p813378MTHZ,2014p813378,2,10,MTHZ,B,-7.009238,-11.250561,-14.336387,-9.804548
2014p813378RTZ,2014p813378,2,10,RTZ,B,-6.864852,-11.06824,-14.351654,-9.27969
2014p813378BKZ,2014p813378,2,10,BKZ,B,-7.976763,-11.847001,-15.267945,-11.390708
2021p887076TCW,2021p887076,9,11,TCW,B,-5.982427,-10.306955,-13.693293,-8.495089
2020p069691MXZ,2020p069691,8,1,MXZ,B,-9.338174,-12.852336,-15.481519,-11.266065
2014p157762QRZ,2014p157762,2,2,QRZ,B,-7.906738,-12.451973,-15.316094,-10.384754
2014p157762BWRS,2014p157762,2,2,BWRS,B,-6.090564,-10.09223,-13.729333,-10.085009
2014p157762NNZ,2014p157762,2,2,NNZ,B,-5.963002,-9.667625,-13.184239,-9.656627
2015p414567MLZ,2015p414567,3,6,MLZ,B,-9.751625,-12.944217,-14.933306,-11.198115
2015p414567WHZ,2015p414567,3,6,WHZ,B,-8.886447,-12.108946,-14.736814,-11.042922
2018p274891MLZ,2018p274891,6,4,MLZ,B,-8.107278,-12.278643,-15.36668,-11.85965
2018p274891WHZ,2018p274891,6,4,WHZ,B,-8.023507,-11.840042,-14.996418,-10.947612
2021p519899MLZ,2021p519899,9,7,MLZ,B,-7.775101,-11.837272,-15.599302,-11.585496
2021p519899WHZ,2021p519899,9,7,WHZ,B,-7.418179,-12.069795,-16.171496,-10.936312
2020p254226VRZ,2020p254226,8,4,VRZ,B,-6.786332,-11.000102,-14.616243,-9.412457
2016p544668MXZ,2016p544668,4,7,MXZ,B,-7.61199,-10.580761,-13.515406,-10.325082
2016p535300WHZ,2016p535300,4,7,WHZ,B,-6.334433,-10.557414,-14.333025,-9.97391
2016p535300MLZ,2016p535300,4,7,MLZ,B,-6.286456,-10.24036,-13.684482,-9.600424
2018p639558WHZ,2018p639558,6,8,WHZ,B,-10.097072,-12.485787,-15.060305,-12.483145
2018p639558MLZ,2018p639558,6,8,MLZ,B,-9.761988,-13.545483,-15.193837,-12.178457
2016p054105WHZ,2016p054105,4,1,WHZ,B,-6.575172,-10.925139,-15.285187,-9.645749
2016p054105PYZ,2016p054105,4,1,PYZ,B,-9.159961,-12.852336,-15.547116,-10.747458
2019p547039WHZ,2019p547039,7,7,WHZ,B,-8.444724,-12.392402,-15.611278,-10.819778
2019p547039MLZ,2019p547039,7,7,MLZ,B,-7.514371,-11.613851,-15.012839,-10.75212
2013p834251QRZ,2013p834251,1,11,QRZ,B,-5.849309,-10.09223,-14.032424,-9.227487
2013p834251BWRS,2013p834251,1,11,BWRS,B,-6.482009,-10.70645,-14.42248,-8.893612
2013p834251NNZ,2013p834251,1,11,NNZ,B,-5.626306,-9.8377,-13.62489,-8.552914
2017p463162VRZ,2017p463162,5,6,VRZ,B,-8.56964,-12.646129,-15.445151,-10.126631
2022p929345MWZ,2022p929345,10,12,MWZ,B,-8.351369,-12.523527,-15.935774,-11.338972
2020p021425MXZ,2020p021425,8,1,MXZ,B,-8.692184,-12.270078,-14.942522,-11.493123
2020p021425URZ,2020p021425,8,1,URZ,B,-7.634703,-11.80864,-14.980263,-10.824791
2020p021425MWZ,2020p021425,8,1,MWZ,B,-8.736407,-12.136547,-15.151112,-11.426748
2015p124547MLZ,2015p124547,3,2,MLZ,B,-5.74567,-9.858514,-13.92421,-7.489878
2020p255775WHZ,2020p255775,8,4,WHZ,B,-8.349651,-12.96536,-17.179412,-10.742817
2020p255775MLZ,2020p255775,8,4,MLZ,B,-7.916128,-12.236532,-16.198222,-11.205441
2021p874778HAVS,2021p874778,9,11,HAVS,B,-6.350726,-10.381523,-14.459868,-10.572918
2021p874778TCW,2021p874778,9,11,TCW,B,-5.66842,-10.280365,-14.815183,-9.516866
2021p874778NNZ,2021p874778,9,11,NNZ,B,-6.536739,-10.8606,-14.328004,-11.242898
2016p408314MLZ,2016p408314,4,5,MLZ,B,-5.717397,-9.673964,-12.986959,-7.536389
2016p408314WHZ,2016p408314,4,5,WHZ,B,-5.44358,-9.229523,-13.000146,-7.412675
2017p362466VRZ,2017p362466,5,5,VRZ,B,-5.255956,-9.097762,-12.7508,-7.695077
2013p660882NNZ,2013p660882,1,9,NNZ,B,-6.729867,-10.557414,-13.860508,-6.946552
2013p660882QRZ,2013p660882,1,9,QRZ,B,-6.045308,-9.862346,-13.383728,-8.949662
2013p660882TCW,2013p660882,1,9,TCW,B,-5.511363,-9.533304,-13.592367,-8.631544
2013p660882BWRS,2013p660882,1,9,BWRS,B,-5.485383,-9.763726,-13.302687,-8.679512
2020p631606MLZ,2020p631606,8,8,MLZ,B,-7.65691,-11.787362,-15.692828,-11.381897
2020p631606WHZ,2020p631606,8,8,WHZ,B,-8.413162,-12.467437,-16.966728,-11.176453
2018p290475MLZ,2018p290475,6,4,MLZ,B,-9.819146,-12.230365,-15.166438,-11.473705
2018p290475WHZ,2018p290475,6,4,WHZ,B,-9.098871,-12.496425,-15.238469,-11.664912
2013p562387QRZ,2013p562387,1,7,QRZ,B,-7.205698,-11.417615,-15.285187,-9.854697
2013p562387BWRS,2013p562387,1,7,BWRS,B,-5.947242,-10.038162,-14.186574,-9.514152
2013p562387NNZ,2013p562387,1,7,NNZ,B,-5.947139,-9.995603,-13.3968,-9.806361
2019p002955WHZ,2019p002955,7,1,WHZ,B,-7.299918,-11.347411,-14.596397,-9.241831
2020p623090VRZ,2020p623090,8,8,VRZ,B,-6.758752,-11.190842,-15.132279,-9.162522
2015p470462MLZ,2015p470462,3,6,MLZ,B,-8.71164,-12.706948,-15.746532,-10.914089
2018p114719MLZ,2018p114719,6,2,MLZ,B,-7.284309,-11.445267,-14.583381,-10.8606
2018p114719WHZ,2018p114719,6,2,WHZ,B,-10.378303,-13.178934,-15.338771,-12.531803
2017p939205MLZ,2017p939205,5,12,MLZ,B,-6.96881,-10.845096,-14.555749,-9.565588
2020p313740MXZ,2020p313740,8,4,MXZ,B,-8.613209,-11.995812,-15.166438,-10.368703
2014p863418TCW,2014p863418,2,11,TCW,B,-8.157252,-12.291631,-15.143536,-10.414313
2014p863418THZ,2014p863418,2,11,THZ,B,-8.459509,-12.142159,-14.970693,-12.028764
2014p863418QRZ,2014p863418,2,11,QRZ,B,-9.274346,-13.430248,-16.411125,-12.441795
2014p863418NNZ,2014p863418,2,11,NNZ,B,-9.222413,-12.863853,-15.056839,-11.01215
2015p070518MTHZ,2015p070518,3,1,MTHZ,B,-5.0621,-8.94403,-12.684108,-7.828991
2015p070518URZ,2015p070518,3,1,URZ,B,-6.829121,-9.950579,-12.331636,-9.976058
2015p070518BKZ,2015p070518,3,1,BKZ,B,-7.40126,-11.06185,-13.926442,-9.474306
2015p070518RTZ,2015p070518,3,1,RTZ,B,-4.904905,-8.733653,-12.064573,-8.044677
2018p197148WHZ,2018p197148,6,3,WHZ,B,-8.008167,-12.349943,-15.250995,-11.322305
2018p197148MLZ,2018p197148,6,3,MLZ,B,-7.348672,-11.51995,-14.927208,-11.155251
2019p534676MXZ,2019p534676,7,7,MXZ,B,-9.241831,-12.439267,-15.049943,-12.068051
2018p695260WHZ,2018p695260,6,9,WHZ,B,-7.952681,-12.108946,-15.13977,-11.464135
2018p695260MLZ,2018p695260,6,9,MLZ,B,-8.784524,-12.434229,-15.209837,-10.565136
2014p887832NNZ,2014p887832,2,11,NNZ,B,-6.892268,-10.970601,-14.51066,-9.551423
2014p887832TCW,2014p887832,2,11,TCW,B,-6.188305,-10.919599,-14.912125,-8.86261
2015p149699TCW,2015p149699,3,2,TCW,B,-7.19693,-11.347411,-15.185932,-9.461369
2015p344414MLZ,2015p344414,3,5,MLZ,B,-8.888721,-12.451973,-14.652528,-11.943708
2015p344414WHZ,2015p344414,3,5,WHZ,B,-8.856541,-12.833432,-15.329638,-11.771696
2021p519055MLZ,2021p519055,9,7,MLZ,B,-6.93658,-11.000102,-14.707109,-8.864944
2014p845106MLZ,2014p845106,2,11,MLZ,B,-7.533674,-11.731081,-15.470992,-9.885648
2014p845106WHZ,2014p845106,2,11,WHZ,B,-6.304371,-10.519674,-14.10053,-10.588667
2015p364707QRZ,2015p364707,3,5,QRZ,B,-8.877718,-12.488436,-14.596397,-11.518944
2015p364707THZ,2015p364707,3,5,THZ,B,-9.638051,-12.764689,-15.250995,-11.628336
2015p364707NNZ,2015p364707,3,5,NNZ,B,-8.916738,-12.244813,-14.989925,-11.006108
2015p364707TCW,2015p364707,3,5,TCW,B,-6.863158,-11.030499,-14.999681,-11.169336
2020p907447MLZ,2020p907447,8,12,MLZ,B,-8.263943,-11.923906,-16.166236,-11.426748
2018p464525URZ,2018p464525,6,6,URZ,B,-7.627735,-11.628336,-15.419961,-10.283285
2018p464525MTHZ,2018p464525,6,6,MTHZ,B,-6.875666,-11.094215,-14.490818,-9.442272
2018p464525BKZ,2018p464525,6,6,BKZ,B,-7.035353,-11.250561,-14.951825,-12.043954
2018p464525RTZ,2018p464525,6,6,RTZ,B,-6.018177,-10.538366,-14.729304,-8.556943
2014p340763MLZ,2014p340763,2,5,MLZ,B,-7.773403,-11.576931,-15.060305,-10.572918
2020p480708URZ,2020p480708,8,6,URZ,B,-4.221861,-7.859811,-11.512925,-7.445329
2020p480708RTZ,2020p480708,8,6,RTZ,B,-4.080811,-8.080782,-11.782113,-6.043421
2020p480708TOZ,2020p480708,8,6,TOZ,B,-2.875436,-6.441083,-9.57131,-9.473005
2014p036117BWRS,2014p036117,2,1,BWRS,B,-7.372288,-11.612746,-15.298316,-10.490475
2014p036117NNZ,2014p036117,2,1,NNZ,B,-6.561186,-10.561268,-14.826112,-10.596635
2014p036117TCW,2014p036117,2,1,TCW,B,-7.514908,-12.208075,-15.343368,-10.501325
2018p324933VRZ,2018p324933,6,5,VRZ,B,-7.231525,-10.729024,-13.910921,-10.384754
2017p020085NNZ,2017p020085,5,1,NNZ,B,-7.707177,-10.650036,-13.107475,-9.227487
2017p020085THZ,2017p020085,5,1,THZ,B,-8.087549,-12.394815,-15.255206,-11.881095
2017p287838MLZ,2017p287838,5,4,MLZ,B,-10.075463,-12.257366,-14.967524,-12.049069
2015p818392MLZ,2015p818392,3,10,MLZ,B,-5.947842,-10.410985,-14.530903,-9.454963
2015p818392WHZ,2015p818392,3,10,WHZ,B,-6.172699,-10.356044,-14.252466,-9.613807
2014p889755MLZ,2014p889755,2,11,MLZ,B,-7.344573,-11.473705,-14.714453,-11.942171
2014p889755WHZ,2014p889755,2,11,WHZ,B,-7.881392,-12.289454,-14.888455,-11.454657
2014p376208VRZ,2014p376208,2,5,VRZ,B,-5.671166,-9.452412,-12.919423,-8.211817
2014p440555QRZ,2014p440555,2,6,QRZ,B,-8.229071,-12.668108,-15.902984,-11.148282
2014p440555NNZ,2014p440555,2,6,NNZ,B,-7.134049,-11.426748,-14.961214,-9.999998
2014p440555BWRS,2014p440555,2,6,BWRS,B,-8.429544,-12.123571,-16.512621,-9.845219
2014p440555THZ,2014p440555,2,6,THZ,B,-8.691219,-12.261585,-14.888455,-11.548553
